Year,Albania,Algeria,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa Rica,Cote d'Ivoire,Croatia,Curacao,Cyprus,Czech Republic,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Ethiopia,Fiji,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe
1970,2828.0728,6697.2822,3696.2288,8438.7783,5095.5449,3611.5322,,7237.5869,19375.006,13075.815,,23081.387,19942.977,1432.2178,13651.821,,13767.337,3120.4966,1996.7865,356728.19,1781.5028,1892.3293,,657.95746,3374.5247,5372.998,58323.629,3663.9617,770.95728,764.83228,1675.2181,1591.054,18652.73,1513.6119,26464.172,1412.9711,1278.3528,6248.2285,1394.1576,4332.9536,3182.8782,2499.2839,5820.207,2349.0352,,,7624.0991,,2613.303,17625.83,7314.6094,4035.6858,2798.6113,4717.5864,1105.1219,2293.2915,1550.2982,,635.93054,3764.968,14046.623,15714.014,7283.3286,2835.7756,,14043.615,4205.1089,10413.803,2031.0365,2820.0522,2623.8979,1130.6931,1219.4075,2195.1426,8015.6987,5188.6816,14983.819,1272.9647,1205.5563,7079.1504,2997.7346,8321.8857,13215.091,11782.676,6413.6401,11876.169,2931.0667,,1650.2897,125700.52,,685.29968,,6824.8813,1343.3169,1839.4695,,20123.754,5799.8042,,1635.6991,1090.5206,3428.7942,2652.1926,598.48639,3040.1077,2374.0723,4305.3198,8122.0229,,1194.7894,,10276.79,1989.9838,556.95129,788.40491,5370.1841,779.22577,16716.73,15108.938,6365.6421,1478.2095,4588.1055,12190.147,6186.478,1816.3463,1563.5811,4892.479,2100.5798,3497.7385,2244.7261,5171.7744,7516.2354,90070.977,2707.2893,,1019.5641,3906.8015,4195.5347,3575.7651,2021.4508,23253.471,2175.2688,,7813.9097,1266.5062,7266.9536,,,,7994.1304,1971.6597,10556.414,3007.6143,1522.8269,4336.7446,2068.5073,17288.326,27383.451,3253.1133,4443.0981,,1739.7705,2222.0168,1775.1667,14391.692,2580.1824,6617.3589,,32319.906,1007.5906,,257394.58,15025.311,23285.578,7371.4814,,9114.5098,834.53107,,2050.7869,2353.3081
1971,2869.7212,6197.5273,3860.3916,8169.8535,5394.3828,3660.4167,,7845.2222,19742.918,13713.572,,22843.215,19191.869,1387.0549,14039.519,,14257.366,3284.6235,1997.5104,686215.63,1770.9418,1969.0874,,815.01654,3695.4724,4644.1245,61065.859,3891.3264,754.00146,788.32245,1802.7507,1568.9993,19353.227,1576.8334,26056.893,1333.9608,1279.5337,6943.9961,1455.5267,4676.3496,3255.9451,2671.604,5955.5088,2397.0161,,,8260.6738,,2532.2544,17998.205,7312.521,4307.7305,2944.4958,4887.2002,1103.4575,2302.0544,1642.7228,,643.39813,4082.6448,14262.412,16497.756,7422.9053,2768.9546,,14435.058,4280.5122,11173.368,2144.4248,2878.2053,2736.9124,1059.3145,1239.4984,2175.0554,8470.2314,5538.8599,17723.453,1289.7422,1263.2142,7778.8374,3038.5068,8499.3613,14287.622,11982.137,6544.2256,12405.671,2785.2141,,1727.7202,120971.03,,700.14716,,7273.0625,1230.8097,1900.074,,19268.021,6195.4619,,1665.8696,1206.2455,4096.5313,2728.0823,610.28748,3270.7288,2322.6223,4517.7246,8201.1104,,1214.9237,,10496.519,2080.8005,584.90222,795.78619,5484.7061,746.7312,17424.063,15593.844,6419.4463,1467.7241,5026.5259,12996.649,6041.9536,1804.0172,1771.9701,5292.7896,2159.6741,3615.0891,2320.9946,5511.4443,8030.1289,90834.688,3026.2427,,984.53131,4185.4668,4355.9873,3643.3684,2078.1909,26590.102,2103.9456,,13003.071,1263.4365,8074.4663,,,,7822.2964,2267.314,10930.101,2932.8945,1568.177,4641.5918,2112.8755,17389.277,28261.277,3454.9907,4918.5952,,1761.2177,2269.7771,1833.2189,13522.489,2753.4917,6659.7485,,35013.004,973.94922,,248603.94,15205.216,23850.371,7393.7964,,8623.9404,823.25616,,2005.0411,2483.2341
1972,2919.5935,6846.1558,3722.593,9050.252,5697.0347,3661.5789,,8500.9795,20031.945,14475.504,,21558.246,19585.914,1301.7422,14194.229,,15074.118,2907.6731,2042.1273,537003.38,1735.5033,1966.0112,,990.18732,4044.0803,4540.8267,65211.43,4170.019,876.10883,709.43109,1492.7455,1603.1221,20102.004,1608.8302,26625.105,1253.9503,1135.6395,6818.3872,1436.9675,5019.9175,3264.4114,2579.7007,6196.0322,2393.5862,,,8564.3252,,2377.0981,18653.016,7187.1147,4617.6548,3458.4341,4801.3521,1147.3203,2364.6572,1731.0621,,656.83875,4290.2065,15132.546,17210.686,7209.9541,2724.9434,,15095.467,3508.7771,12226.777,2364.1628,3012.54,2778.6741,1091.2263,1249.6589,2243.0056,9186.6074,5659.9678,17268.172,1289.8524,1383.8315,8582.9746,3414.0972,9033.0635,15320.309,12494.135,7073.749,13340.729,2859.4502,,1835.9635,118081.88,,704.30634,,7850.3345,1482.9781,1935.3483,,20523.707,6718.624,,1569.1021,1290.3329,4307.2378,2708.4697,529.97516,3617.1211,2337.9353,4648.4292,8611.8574,,1221.7352,,10685.729,2085.4326,599.34045,772.55536,5421.7437,759.08441,17908.621,16152.029,6086.4438,1391.3633,5232.6924,14290.029,6368.7817,1796.9149,2043.0344,5467.3457,2241.0938,3612.0107,2390.3606,5732.4604,8584.4258,92447.906,3323.4678,,1002.2145,4407.2578,4385.1499,4506.0132,2095.5879,29661.756,2115.8057,,13581.026,1288.9697,8747.6738,,,,7826.0449,2521.2415,11696.939,2964.6887,1383.3177,4593.979,2382.606,17762.15,28964.33,4183.356,5475.4966,,1813.7446,2300.7529,1862.2804,15405.201,3161.6028,7076.979,,37679.25,1047.4487,,195173.03,15638.354,24927.619,7174.8481,,8648.7666,920.97546,,2135.4124,2692.5034
1973,2968.1025,7195.126,3886.7278,9349.7568,6050.0269,3801.1082,,9211.4521,20641.898,15150.081,,22709.563,21005.063,1092.6305,13767.736,,16090.665,3230.1387,2139.5854,519870.38,1707.0499,2080.5408,,1178.0854,4485.5283,4707.9829,67079.172,4495.522,823.18622,761.07886,1185.5802,1624.4872,21241.814,1639.7355,28612.48,1373.5256,1053.0278,6523.5742,1507.5938,5443.5747,3428.7791,2906.2271,6470.4277,2417.1746,,,8389.8311,,2551.6538,19266.01,7045.8853,4997.3125,3702.6565,5181.7334,1122.5793,2445.5566,1934.3053,,658.63049,4690.313,16109.005,18288.912,8207.7764,2880.8267,,15920.958,3842.6021,13040.578,2586.9275,3118.6091,2805.5806,1074.52,1306.5229,2348.9646,10103.076,5892.687,19005.078,1341.8304,1519.8054,8981.499,4068.7412,9410.7041,16025.035,13499.646,7064.6816,14214.265,2650.2146,,1828.7368,101852.59,,745.93555,,8252.3799,1797.6105,1990.5476,,22676.342,8345.5137,,1506.7583,1224.7192,4743.2974,2618.9226,535.61438,3964.2778,2250.7722,4841.2563,9037.9316,,1291.6213,,10929.595,2100.7993,612.20825,757.21753,5468.3213,734.08832,18980.012,17090.496,6741.4082,1186.1882,5695.1118,14621.907,5267.231,1840.0109,1912.7659,5586.3618,2304.8833,3823.6211,2524.2241,5935.6113,9402.585,93891.242,3639.9526,,1016.3297,4604.9067,4469.8179,4004.5103,2144.5842,32285.561,1964.3818,,13911.728,1306.3198,9449.1162,,,,8604.0029,3036.0942,12436.059,3078.4829,1264.5002,5000.207,2255.5217,18489.014,29626.99,3690.1135,6063.2822,,1882.4818,2442.0828,1787.3577,15104.241,3117.4595,7297.2559,,40254.402,1058.8192,,185370.58,16697.225,26239.785,7330.9214,,9367.209,869.98633,,2080.2722,2723.6912
1974,3024.6765,8678.4141,3806.7681,9259.2031,5801.875,3912.7463,,10001.058,19570.727,15635.721,,18553.871,25088.209,1099.2302,12490.995,,16801.748,3643.3848,2273.345,456606.16,1734.9807,2177.865,,1269.8831,4764.1333,5075.7222,71227.023,4843.6069,888.08868,755.31384,1071.9429,1596.3202,21522.896,1684.4827,29503.252,1210.2065,1193.8861,6114.4243,1529.6709,5762.0737,3452.6194,3412.4937,6515.0635,2491.1914,,,7825.8853,,2620.7239,18870.531,6300.1733,4986.0981,3583.4832,6003.4131,1140.3274,2506.0911,2078.8086,,654.14404,4733.9604,16672.127,19000.352,10614.81,2949.24,,16163.714,4246.1479,12088.487,2442.1655,3194.7808,2938.5195,1111.7441,1405.5773,2224.1968,10049.24,6178.7788,20100.428,1296.1948,1615.6523,8870.8008,4812.3247,9483.374,16299.731,14371.558,6724.1675,13922.878,2653.3557,,1966.6487,87136.195,,753.90228,,8034.4692,1883.8774,2066.9583,,23957.936,8766.6396,,1475.3322,1270.8702,5132.5474,2593.74,523.36371,4461.8252,2361.1685,4745.105,9328.2217,,1307.9583,,11284.46,2213.7844,633.24231,759.9104,5692.4688,752.42139,20519.375,17458.506,7581.6699,1255.8909,6180.3369,15856.509,6463.3984,1859.844,2273.0522,5735.3462,2408.0369,4061.6628,2612.2905,6310.769,9404.5156,91452.461,4019.5481,,1011.7338,4805.2075,4431.8945,3603.2241,2229.6758,41771.375,2048.4453,,13295.01,1307.7328,11308.389,,,,8875.0439,3562.8079,12895.296,3196.179,1447.697,4576.563,2464.1421,18859.447,29896.561,4462.6548,6115.7949,,1887.2432,2473.9026,1910.8232,15185.503,3389.4868,8091.8428,,42837.305,978.94519,,154687.61,16125.19,25758.158,7460.9204,,11239.064,899.55463,,1989.1057,2894.908
1975,3075.0347,9031.5264,3471.7488,9528.042,5347.6001,3800.7595,,10886.835,19710.787,15693.401,,15534.735,21582.426,1039.2092,14713.391,,16582.156,3546.1655,1891.9352,489382.53,1626.5494,2257.9165,,1357.9001,4852.1182,5308.3823,72251.398,5301.1152,860.87366,748.80127,1032.1637,1606.6323,21484.537,1398.0033,30437.984,1166.9469,1352.6967,5089.3589,1567.7021,5960.6836,3574.4011,3119.8105,6577.6211,2484.772,,,6417.3267,,2073.1199,18459.844,6536.6992,5141.9946,3658.4431,6407.7773,1238.2959,2589.7126,2298.0806,,654.94818,4721.2119,16152.666,18767.334,11490.797,3032.4597,,16147.799,3678.2891,12645.018,2883.7861,3205.1826,3016.2571,1303.2677,1402.3666,2222.95,10008.453,6435.0552,19956.984,1394.5573,1658.2235,8226.8887,5361.5845,9755.873,16465.328,14088.365,6517.8169,14370.871,2398.4802,,1902.4529,72844.07,,787.84705,,5448.3623,1822.6731,1856.7603,,20513.096,9564.0752,,1442.0391,1297.114,4847.5522,2334.7061,563.04657,5501.4517,2563.9988,4708.3271,9547.6484,,1345.9208,,11929.951,2293.1692,629.80756,773.40204,5663.6455,748.87244,20098.686,16846.102,6720.3892,1094.5724,6135.0376,17593.662,7950.8042,1873.6948,2215.1855,5685.8706,2521.3376,4149.1694,2771.1445,6608.8184,8754.8887,90782.445,4359.5767,,984.02661,4986.9873,4306.498,3223.6404,2309.4622,36514.809,2091.6519,,14309.493,1272.9478,11486.921,,,,8650.1738,4006.8491,12810.701,3058.7268,1642.5348,5065.9375,3300.2493,19154.432,27182.725,5146.0068,6264.1313,,1969.552,2533.0269,1824.7815,15174.904,3546.7791,8484.3369,,45981.836,1015.4308,,168190.72,15791.118,25368.428,7744.1782,,10708.083,803.58698,,2119.1016,2729.4087
1976,3117.8367,8864.6113,3282.665,9632.249,4765.2905,3749.0464,,11890.226,20364.744,16094.695,,15861.608,26014.842,1148.0819,11583.909,,17631.613,3249.5359,1982.0112,605767.63,1721.9677,2299.0569,,1472.9626,5147.1968,5232.959,76425.492,5610.875,845.02515,802.14648,1041.1423,1487.8579,22456.162,1417.1156,31449.527,1137.3145,1251.8844,5222.186,1506.0852,6219.3101,3459.8586,3175.5579,6925.7441,2661.9639,,,8163.2969,,1825.9996,19442.221,6194.2544,5237.8994,4066.8669,6684.729,1252.9954,2632.2798,2373.8027,,670.14691,4664.9141,16797.143,19595.764,13572.994,2904.7185,,17049.756,3267.3074,13299.53,3123.2385,3291.9106,3238.4751,1393.6088,1559.4824,2456.0037,11132.371,7022.1104,19839.414,1345.9839,1754.8173,8702.4902,5921.0088,10032.035,16068.262,15444.158,6045.0854,15167.388,2711.7295,,1869.0092,75627.664,,798.4115,,2299.1047,2095.9165,1956.5721,,21701.854,10071.928,,1410.3717,1266.5903,5274.2197,2437.865,614.55212,6681.5703,2723.8633,6157.2192,9795.8594,,1359.6671,,11482.606,2483.3252,648.48615,793.68823,5614.2051,763.63446,20928.75,17186.164,7034.915,1142.6272,6175.5298,19484.211,9002.8076,1917.1543,2484.7332,5580.4619,2601.5337,4064.051,2876.6357,6762.8955,9169.9219,94922.172,4922.25,,1105.0594,5375.0723,5439.2075,3726.136,2297.3794,41187.965,2213.6755,,16546.391,1219.3608,12410.307,,,,8427.3076,4327.3286,13252.884,2799.9258,1865.0548,5431.0928,3718.7693,19220.664,26899.656,4348.9531,7059.52,,2076.175,2687.9065,1820.3275,16587.492,3697.2485,9168.2461,,49556.578,1035.9819,,173491.67,16582.605,26590.994,7821.0781,,11007.692,860.97266,,2141.2185,2640.4666
1977,3180.8865,9740.5605,3333.0537,9634.0342,5262.2109,3948.0234,,13018.14,20506.762,16787.998,,17105.389,26971.832,1199.8038,11685.562,,17859.873,3461.8877,1998.9557,566748.25,1781.4071,2365.0542,,1607.0632,5143.2651,5479.9043,78398.492,5880.0381,906.74738,888.84167,915.05951,1645.0723,22979.443,1340.8727,32513.832,1169.641,1164.373,5604.8853,1548.0342,6377.3511,3495.4497,3233.8289,7525.3076,2725.1682,,,10346.129,,1866.8025,19864.215,4934.7271,5166.9971,3928.8003,6766.7695,1299.291,2664.4478,2604.5283,,666.46722,4906.3149,16953.943,20333.535,12662.246,2856.0679,,17708.057,3698.3862,13339.993,2903.7336,3472.7441,3117.3264,1110.4159,1577.296,2663.6252,12095.575,7842.9609,22105.111,1317.0865,1871.1135,7507.4814,4478.5405,10866.046,15687.992,16169.936,5641.9429,16042.77,2668.925,,2015.2301,72842.578,,774.10193,,4954.8213,2268.6494,2042.5447,,21765.609,11081.831,,1395.6558,1237.8016,5569.4033,2506.002,627.51392,7379.0664,2646.9531,6332.165,9906.5859,,1451.1276,,11187.244,2506.5938,626.53461,805.44897,5475.9141,765.104,21065.047,16426.604,7928.3877,1240.3743,6944.9751,20024.777,10046.177,1917.384,2404.7126,5380.7129,2829.6067,3900.8562,2895.4702,6907.4971,9562.1943,79793.156,5259.7012,,1107.8386,5425.7017,5840.8945,3609.8323,2691.5347,40475.332,2147.6821,,14642.282,1199.8116,13024.427,,,,8040.1274,4637.8716,13671.222,2665.5271,2034.204,5789.6323,3614.448,18711.482,27533.998,3105.0249,7674.0488,,1956.8745,2914.7827,2129.498,17242.037,3783.2905,8758.5254,,53532.352,1043.8901,,195983.69,17370.688,27603.041,7726.9185,,11130.509,975.24396,,1803.4113,2297.1265
1978,3252.1758,10575.263,2943.3994,10308.625,5292.1045,3831.0532,,14263.402,21251.311,16734.252,,19230.605,26201.232,1202.844,11083.344,,18516.902,3553.7373,1891.2151,557366.44,1864.6022,2305.521,,1737.0582,5226.9468,5895.3926,78332.109,6198.2217,976.13141,896.9425,946.10468,1996.0172,23665.244,1454.0906,33730.461,1168.9724,1178.658,5949.1357,1719.2517,6699.4565,3432.1655,2981.575,7713.6411,2859.9775,,,11466.223,,1779.0856,20353.27,4459.3696,5806.3613,3862.365,6958.1592,1344.6545,2796.5334,2482.5193,,669.5036,5025.0981,17686.318,21204.148,13228.31,2952.416,,18345.348,3627.7134,14077.878,3312.8247,3551.623,3306.5923,1283.8707,1607.5305,2783.2214,12896.78,8777.3965,22966.291,1273.9897,1970.1569,6402.8481,5103.1348,11725.346,16045.588,17058.514,5298.4722,17103.016,3272.5076,,2097.8489,69315.023,,777.91229,,4498.5425,2458.2061,2076.0681,,22877.127,12139.848,,1339.0873,1252.0978,5812.9839,2621.3801,612.30328,8491.3262,2377.3843,6394.5762,10553.716,,1482.5634,,11475.292,2595.8127,617.7724,820.67169,5513.9414,778.12866,21529.297,16265.505,6360.5898,1304.8334,6824.1191,21560.127,10906.03,1985.0807,2650.5688,5664.1875,3056.7568,3692.7544,3001.9307,6946.2534,9675.2852,85791.523,5621.0708,,1115.5712,6122.7622,7017.3418,4022.0317,2838.4592,37796.266,2049.5928,,17852.699,1211.1265,14384.036,,,,8182.4312,5021.9243,13928.584,2639.387,1892.0524,6548.9292,3335.7773,19100.988,28055.715,2812.5474,8584.9756,,1956.2255,3136.1196,2372.0876,18921.992,3923.446,8220.8789,,57806.645,999.33936,,165258.67,18555.811,28931.008,8094.5786,,10675.917,964.73926,,1651.9916,2451.6428
1979,3271.4185,10787.376,2891.8398,11241.883,6645.1875,4016.116,,15591.521,21696.08,17460.129,,22571.477,20446.777,1242.0933,11652.154,,19067.021,3752.1392,1931.4165,556877.81,1917.5354,2298.3054,,1892.17,5453.4531,6563.6567,92612.227,6714.731,1010.2781,902.11163,849.43195,2024.5585,24374.824,1502.442,35286.086,1117.5219,917.33301,6341.5347,1786.6135,6785.752,3605.5657,3283.7454,7870.6636,2782.4236,,,13114.972,,1989.6355,21125.643,4177.4932,4866.3296,3914.5698,7051.5449,1330.323,2769.6016,2336.2371,,675.77856,5828.3701,18073.24,22036.205,13074.252,2776.8765,,19236.16,3345.0486,14164.473,3353.3799,3668.1101,3237.1189,1251.3751,1687.4884,2777.7046,13868.497,9413.3379,23898.566,1166.0134,2057.8276,5468.7495,6185.144,12184.397,16470.703,18569.279,4800.1187,18094.658,3622.5874,,2017.8536,76753.602,,745.67383,,5339.4375,2228.8364,1704.2023,,23649.279,12857.979,,1483.7802,1191.1946,6160.8999,2696.1841,685.9754,9329.9395,2494.959,5960.064,11387.169,,1510.6609,,13046.713,2687.47,624.06506,832.64813,5643.6812,797.93726,22022.943,16182.041,3802.2012,1399.7085,6170.6045,22848.783,11155.683,2006.8962,2544.6243,5759.8657,3231.4978,3678.4961,2991.8098,6936.8018,10048.989,85843.938,6077.9102,,1213.79,6757.1714,7040.1138,4146.0742,3230.4016,37720.961,2162.5713,,20902.271,1197.9639,16407.836,,,,8298.0479,5202.2217,13968.804,2373.1465,1685.4758,6445.9727,3209.4802,19648.787,29051.262,2423.7837,9142.585,,1936.7283,3241.5676,2449.8079,19298.908,4107.7471,7971.9717,,62030.477,824.11633,,177277.8,19600.35,29615.355,8789.5723,,10981.046,1012.1694,,1548.2118,2494.0078
1980,3375.4023,10503.76,2837.1614,11706.448,5707.0347,3978.3108,,16975.479,22172.068,17684.906,,23412.768,23921.498,1206.9211,11542.785,,20385.578,4179.1729,2019.8782,456902.81,1861.2372,2233.4282,,2043.6766,5331.9683,7470.2183,87102.797,6755.147,981.43622,878.71539,826.07367,2186.2273,24621.662,1606.4749,36895.605,999.08051,833.5415,6635.0103,1824.618,6953.4307,3887.3306,3211.6841,7714.3364,2374.7112,,,13904.664,,2005.58,21181.316,4052.1655,5379.4189,3703.7471,7165.6567,1345.0522,2559.2502,2379.8081,,706.05695,5719.0908,18994.682,22410.244,13101.574,2705.6541,,19533.18,3277.8213,14259.177,3632.876,3746.1843,3325.6392,1257.0531,1761.3488,2753.9624,14886.533,10201.753,25162.939,1162.6814,2212.2495,3143.3333,6177.2651,12550.064,16553.537,19802.148,4230.1646,18980.955,4162.4878,,2050.6902,56833.09,,808.79431,,5709.3125,1973.4492,1845.5742,,23978.266,13546.85,,1457.1449,1187.0756,6560.1084,3409.5564,651.38422,9515.5068,2400.5676,5923.1074,12271.226,,1679.9838,,14410.492,2651.7354,619.22083,880.07935,5807.7959,744.19098,22816.479,16265.303,5021.5352,1348.1085,5597.9712,24258.137,11522.086,2085.2834,2863.9583,6218.1777,3468.8086,3926.4758,3198.8809,6227.4829,10344.168,79215.945,6222.4653,,1187.7181,7362.6299,6635.5659,4162.4995,2597.5559,39303.84,2034.4369,,14727.672,1124.3003,18349.869,,,,8954.6592,4830.7539,14372.501,2343.1726,1651.6818,5772.4316,3394.7473,19754.133,30425.777,2321.0203,9653.0166,,1812.676,3324.5088,2203.3167,20246.412,4422.7017,7683.7891,,66181.773,751.4278,,253329.88,19839.947,29154.891,9318.2607,,10558.305,1033.2858,,1428.573,2543.6082
1981,3443.783,11225.376,2723.4834,12366.339,6156.6289,3948.0635,,18374.379,22893.998,17645.518,,20052.688,20953.129,1198.402,11418.793,,19386.529,3829.9507,2482.7441,452061.38,2146.4646,2251.9434,,2255.0811,5396.7891,7206.5894,81306.141,7195.9292,1016.1007,934.29846,810.1972,2396.314,25196.305,1698.0984,39092.453,1133.6516,737.55542,6866.8809,1800.2562,6836.7808,3671.158,2570.9326,7426.2861,2392.7092,,,13798.545,,1868.5393,20399.293,3963.4397,6170.085,4114.439,7189.3149,1522.595,2360.7961,2315.5696,,768.73724,5453.6924,19612.273,21853.75,12078.977,3083.8279,,19147.922,2983.8215,14132.039,3320.2783,3778.7273,3233.3894,1382.6759,1660.459,2735.4785,15620.583,10345.09,26037.93,1125.2933,2344.9478,2724.8926,5883.6753,12624.62,17188.213,19416.869,4125.2261,18817.154,4046.9653,,2013.8969,45879.32,,914.64148,,5629.5381,1999.8213,1563.4202,,23005.549,14353.53,,1346.6455,1198.0898,6826.8364,3177.0203,725.74249,10632.927,2406.1594,6087.0859,13015.533,,1520.8176,,14824.019,2630.7053,628.45135,911.99268,5782.1572,806.42462,22033.293,16723.15,5152.6675,1238.6058,5290.3989,24393.48,12754.077,2141.1455,2590.55,6546.0801,3695.822,4152.833,3267.1963,5824.4644,10183.947,63516.402,6112.2676,,1309.6156,7896.8394,6047.4585,4430.2554,2281.4561,37711.762,2030.0807,,13084.865,1179.583,18762.936,,,,9162.9775,5072.3315,13552.416,2490.3879,1746.78,6016.0942,3561.0278,20024.135,30450.867,2194.9287,10083.214,,1512.8214,3447.752,1921.2261,20802.201,4566.5444,8372.6709,,70082.688,770.28058,,221029.5,19430.346,29631.477,9355.6104,,10277.941,1033.3298,,1572.3152,2994.9902
1982,3389.6694,11345.661,2644.7161,12536.221,6435.0635,4077.5071,,19790.775,22017.188,17727.367,,21092.688,16757.119,1164.0815,11483.054,,18744.566,3852.3555,1748.8806,428595.69,2190.0469,2159.9998,,2324.5027,5393.2739,7042.4653,76270.492,7533.1816,998.90839,906.70697,786.57965,2633.4729,24306.533,1783.5308,41544.441,1109.2924,775.53625,5891.8105,1910.1262,6708.1187,3836.5972,2670.2324,6746.707,2362.3499,,,14707.513,,1858.0221,20750.438,3944.2834,6438.0508,4080.2488,6906.2339,1511.0902,2269.5415,2274.0925,,817.45422,5118.2432,19601.662,21710.096,11189.723,3181.3579,,18753.736,2472.6799,13574.318,3401.53,3621.6887,3240.4036,1372.7534,1533.399,2676.5994,15661.749,10443.735,26686.461,1080.1318,2332.123,3515.0483,5464.9111,12651.435,17379.537,19064.469,4055.9485,18415.699,4073.2722,,2003.9712,39975.008,,964.60388,,3679.168,2044.2697,1499.5382,,23023.971,14274.396,,1300.495,1229.6432,7094.8667,4381.7427,774.87616,11366.461,2167.1621,6207.2988,12592.113,,1747.3363,,15496.393,2878.6213,603.31036,951.0238,5808.8701,834.19843,21314.689,16756.703,4764.5635,1209.16,5323.0537,24084.199,12651.921,2174.1565,2735.3887,6367.8799,3595.4995,4081.3911,3339.5874,5708.2949,10165.53,51636.461,6370.9419,,1226.4493,7657.6431,6092.4756,4651.98,2311.5544,30136.18,2326.9268,,11305.384,1236.564,19187.113,,,,9037.8037,5367.166,13027.267,2434.7874,1893.946,5644.6865,3649.9575,20227.777,30149.729,2143.0171,10340.409,,1519.8046,3508.7832,1812.072,21149.145,4533.2041,8156.1426,,74029.133,844.44806,,189913.56,19477.271,28651.811,8338.4434,,9498.2422,1007.6201,,1592.881,3044.1143
1983,3433.8157,11589.453,2557.9722,12400.136,7819.083,4349.3804,,21291.123,23008.324,18097.127,,21605.201,16983.285,1155.5234,11805.215,,18167.617,3725.1038,1663.9789,443359.19,2415.5686,2099.0024,,2634.095,5201.334,7155.646,72756.078,8030.6875,908.04175,904.77374,792.98901,2914.2798,24911.695,1878.5186,45549.426,1019.6212,980.54425,5611.6182,2024.6018,6524.4316,3820.9719,4192.501,6648.271,2288.7239,,,15256.94,,1869.9857,20959.734,3849.6067,6634.1392,4196.2778,6536.4722,1695.8435,2282.0417,2194.2656,,923.56085,4657.4902,19735.152,21276.477,11957.401,2930.8574,,18803.057,2366.7642,13305.976,3480.8936,3522.9175,3164.1101,1326.0382,1531.3481,2563.9653,16217.912,10352.468,23875.42,1063.9666,2448.2161,3296.1445,4596.6802,12313.154,17792.461,18796.275,4158.1963,17987.982,3976.177,,2037.5378,39176.793,,1010.2413,,5225.2275,1934.5389,1449.6569,,22907.174,15810.912,,1335.3783,1293.0985,7359.187,3376.0088,753.62799,11021.269,2130.8962,6257.4619,11572.389,,1936.9395,,14814.238,3007.0801,515.45276,977.93878,5456.3979,847.56787,21275.615,17583.969,4908.208,1141.861,5115.6821,25135.75,13318.516,2235.6191,2546.5024,6604.4639,3439.5769,3684.6421,3283.4768,6160.7632,9887.8438,45500.844,6589.9468,,1257.9751,7865.1665,6225.1836,4825.9087,2161.9548,25735.055,2421.9497,,11969.666,1190.1949,20380.715,,,,8878.9785,5928.0244,12685.97,2445.1958,1642.043,5766.6899,3682.8948,20775.787,30236.672,1904.3429,11097.067,,1550.6414,3630.2854,1606.0671,18507.225,4690.4399,8355.4463,,77974.82,889.72467,,166372.98,19928.049,29674.672,7392.6909,,9254.79,1039.5154,,1548.277,3411.9272
